Type,Severity,start_time,end_time
Fog,Severe,2023-03-28 00:20:36,2023-03-28 06:20:36
Fog,Severe,2023-03-28 08:38:36,2023-03-28 09:04:36
Fog,Severe,2023-03-28 09:57:36,2023-03-28 10:34:36
Rain,Light,2023-03-28 15:20:36,2023-03-28 18:20:36
Rain,Light,2023-03-28 18:58:36,2023-03-28 19:46:36
Rain,Light,2023-03-28 20:20:36,2023-03-28 21:20:36
Rain,Light,2023-03-28 23:20:36,2023-03-29 00:42:36
Rain,Light,2023-03-29 01:20:36,2023-03-29 02:02:36
Precipitation,UNK,2023-03-29 02:11:36,2023-03-29 02:20:36
Rain,Moderate,2023-03-29 02:20:36,2023-03-29 02:23:36
Rain,Light,2023-03-29 02:23:36,2023-03-29 04:47:36
Rain,Light,2023-03-29 05:20:36,2023-03-29 05:42:36
Rain,Moderate,2023-03-29 05:55:36,2023-03-29 06:40:36
Rain,Light,2023-03-29 07:33:36,2023-03-29 08:01:36
Rain,Light,2023-03-29 14:20:36,2023-03-29 15:20:36
Rain,Light,2023-03-29 16:20:36,2023-03-29 18:20:36
Rain,Light,2023-03-29 22:58:36,2023-03-29 23:20:36
Rain,Light,2023-03-30 09:20:36,2023-03-30 10:20:36
Rain,Light,2023-04-01 07:20:36,2023-04-01 07:36:36
Rain,Light,2023-04-01 09:43:36,2023-04-01 10:20:36
Rain,Light,2023-04-04 01:20:36,2023-04-04 04:20:36
Rain,Light,2023-04-05 01:20:36,2023-04-05 02:20:36
Rain,Light,2023-04-05 04:12:36,2023-04-05 05:51:36
Rain,Light,2023-04-05 06:20:36,2023-04-05 07:20:36
Rain,Light,2023-04-07 17:20:36,2023-04-07 18:20:36
Rain,Light,2023-04-08 01:20:36,2023-04-08 02:20:36
Rain,Moderate,2023-04-08 20:07:36,2023-04-08 20:38:36
Rain,Light,2023-04-08 21:08:36,2023-04-08 21:31:36
Rain,Light,2023-04-08 22:20:36,2023-04-08 22:45:36
Fog,Severe,2023-04-09 07:46:36,2023-04-09 08:20:36
Rain,Light,2023-04-09 16:20:36,2023-04-09 16:45:36
Rain,Moderate,2023-04-09 16:53:36,2023-04-09 17:20:36
Rain,Moderate,2023-04-09 18:20:36,2023-04-09 19:20:36
Rain,Light,2023-04-09 19:20:36,2023-04-09 20:20:36
Snow,Light,2023-04-10 16:20:36,2023-04-10 17:20:36
Rain,Light,2023-04-12 17:20:36,2023-04-12 18:20:36
Rain,Light,2023-04-12 20:20:36,2023-04-12 23:20:36
Rain,Light,2023-04-13 15:20:36,2023-04-13 16:20:36
Rain,Light,2023-04-13 19:20:36,2023-04-13 20:20:36
Rain,Light,2023-04-13 21:20:36,2023-04-14 05:20:36
Snow,Light,2023-04-15 11:20:36,2023-04-15 13:20:36
Snow,Light,2023-04-16 03:20:36,2023-04-16 10:20:36
Snow,Light,2023-04-18 01:20:36,2023-04-18 03:20:36
Snow,Moderate,2023-04-18 03:20:36,2023-04-18 04:20:36
Snow,Heavy,2023-04-18 04:20:36,2023-04-18 05:20:36
Snow,Moderate,2023-04-18 05:20:36,2023-04-18 05:31:36
Snow,Light,2023-04-18 05:31:36,2023-04-18 06:20:36
Snow,Moderate,2023-04-18 06:20:36,2023-04-18 07:12:36
Snow,Light,2023-04-18 07:12:36,2023-04-18 12:20:36
Rain,Light,2023-04-21 20:20:36,2023-04-21 21:20:36
Rain,Light,2023-04-21 22:20:36,2023-04-21 23:20:36
Rain,Light,2023-04-23 08:20:36,2023-04-23 10:20:36
Rain,Light,2023-04-23 14:20:36,2023-04-23 16:20:36
Rain,Light,2023-04-23 18:20:36,2023-04-23 20:20:36
Fog,Moderate,2023-04-24 13:20:36,2023-04-24 14:15:36
Fog,Moderate,2023-04-24 17:20:36,2023-04-24 18:20:36
Fog,Severe,2023-04-25 03:13:36,2023-04-25 08:15:36
Fog,Moderate,2023-04-25 20:20:36,2023-04-25 22:20:36
Rain,Light,2023-04-26 04:20:36,2023-04-26 06:20:36
Rain,Moderate,2023-04-26 06:20:36,2023-04-26 06:50:36
Rain,Light,2023-04-26 06:50:36,2023-04-26 07:20:36
Rain,Moderate,2023-04-26 07:20:36,2023-04-26 08:04:36
Rain,Light,2023-04-26 08:04:36,2023-04-26 08:17:36
Rain,Light,2023-04-26 10:20:36,2023-04-26 12:04:36
Rain,Light,2023-04-26 13:20:36,2023-04-26 22:20:36
Rain,Light,2023-04-28 15:20:36,2023-04-28 16:20:36
Rain,Light,2023-04-28 17:20:36,2023-04-28 18:20:36
Rain,Light,2023-04-28 20:20:36,2023-04-28 21:20:36
Rain,Moderate,2023-04-28 21:20:36,2023-04-28 21:37:36
Rain,Moderate,2023-04-28 22:00:36,2023-04-28 22:13:36
Rain,Heavy,2023-04-28 22:13:36,2023-04-28 23:20:36
Rain,Light,2023-04-29 17:09:36,2023-04-29 17:26:36
Precipitation,UNK,2023-04-29 17:39:36,2023-04-29 18:20:36
Rain,Heavy,2023-04-29 18:20:36,2023-04-29 19:20:36
Rain,Light,2023-04-29 19:20:36,2023-04-29 21:20:36
Rain,Light,2023-04-29 22:20:36,2023-04-30 00:20:36
Rain,Light,2023-04-30 00:30:36,2023-04-30 00:47:36
Rain,Light,2023-04-30 02:20:36,2023-04-30 05:02:36
Rain,Moderate,2023-04-30 05:02:36,2023-04-30 07:53:36
Rain,Light,2023-04-30 07:53:36,2023-04-30 08:20:36
Rain,Moderate,2023-04-30 08:20:36,2023-04-30 09:52:36
Rain,Light,2023-04-30 09:52:36,2023-04-30 15:20:36
Rain,Moderate,2023-04-30 15:20:36,2023-04-30 16:23:36
Rain,Light,2023-04-30 16:23:36,2023-04-30 17:20:36
Rain,Moderate,2023-04-30 17:20:36,2023-04-30 18:20:36
Rain,Light,2023-04-30 18:20:36,2023-04-30 18:51:36
Rain,Light,2023-04-30 19:20:36,2023-05-01 07:20:36
Rain,Light,2023-05-01 09:20:36,2023-05-01 10:20:36
Rain,Light,2023-05-06 02:20:36,2023-05-06 16:20:36
Rain,Light,2023-05-11 08:37:36,2023-05-11 09:12:36
Rain,Moderate,2023-05-11 09:12:36,2023-05-11 09:44:36
Rain,Light,2023-05-11 11:20:36,2023-05-11 12:20:36
Rain,Light,2023-05-11 12:43:36,2023-05-11 13:20:36
Rain,Light,2023-05-11 13:45:36,2023-05-11 13:55:36
Rain,Moderate,2023-05-11 14:20:36,2023-05-11 14:31:36
Rain,Light,2023-05-11 14:31:36,2023-05-11 20:20:36
Rain,Light,2023-05-15 00:20:36,2023-05-15 01:20:36
Rain,Light,2023-05-15 06:20:36,2023-05-15 06:49:36
Precipitation,UNK,2023-05-15 07:01:36,2023-05-15 08:10:36
Rain,Light,2023-05-15 08:10:36,2023-05-15 08:20:36
Rain,Moderate,2023-05-15 08:20:36,2023-05-15 08:50:36
Rain,Light,2023-05-15 08:50:36,2023-05-15 09:17:36
Rain,Moderate,2023-05-15 09:17:36,2023-05-15 09:42:36
Rain,Light,2023-05-15 10:01:36,2023-05-15 10:20:36
Rain,Moderate,2023-05-15 10:20:36,2023-05-15 10:35:36
Rain,Light,2023-05-15 10:35:36,2023-05-15 11:20:36
Rain,Light,2023-05-15 12:06:36,2023-05-15 13:04:36
Precipitation,UNK,2023-05-15 22:20:36,2023-05-15 22:40:36
Rain,Moderate,2023-05-15 22:40:36,2023-05-15 23:20:36
Precipitation,UNK,2023-05-15 23:20:36,2023-05-15 23:29:36
Rain,Light,2023-05-15 23:55:36,2023-05-16 01:20:36
Rain,Moderate,2023-05-16 01:20:36,2023-05-16 01:38:36
Rain,Light,2023-05-16 01:38:36,2023-05-16 06:20:36
Rain,Light,2023-05-16 08:44:36,2023-05-16 09:20:36
Rain,Moderate,2023-05-17 23:20:36,2023-05-17 23:26:36
Rain,Light,2023-05-17 23:26:36,2023-05-17 23:35:36
Rain,Moderate,2023-05-17 23:35:36,2023-05-17 23:47:36
Rain,Heavy,2023-05-17 23:47:36,2023-05-18 00:28:36
Rain,Light,2023-05-18 00:28:36,2023-05-18 00:43:36
Rain,Moderate,2023-05-18 00:43:36,2023-05-18 01:34:36
Rain,Light,2023-05-18 01:34:36,2023-05-18 05:20:36
Rain,Moderate,2023-05-18 05:20:36,2023-05-18 05:34:36
Rain,Light,2023-05-18 05:34:36,2023-05-18 07:18:36
Rain,Moderate,2023-05-18 07:18:36,2023-05-18 08:27:36
Rain,Light,2023-05-18 08:27:36,2023-05-18 09:07:36
Rain,Moderate,2023-05-18 09:07:36,2023-05-18 09:50:36
Rain,Light,2023-05-18 10:12:36,2023-05-18 12:20:36
Rain,Light,2023-05-18 13:09:36,2023-05-18 13:20:36
Rain,Moderate,2023-05-18 13:20:36,2023-05-18 14:20:36
Rain,Heavy,2023-05-18 14:20:36,2023-05-18 14:29:36
Rain,Light,2023-05-18 14:52:36,2023-05-18 15:00:36
Rain,Moderate,2023-05-18 15:00:36,2023-05-18 15:53:36
Precipitation,UNK,2023-05-18 15:53:36,2023-05-18 16:20:36
Rain,Heavy,2023-05-18 16:20:36,2023-05-18 16:36:36
Rain,Light,2023-05-18 16:36:36,2023-05-18 18:20:36
Rain,Moderate,2023-05-18 18:20:36,2023-05-18 18:40:36
Rain,Heavy,2023-05-18 18:40:36,2023-05-18 19:54:36
Rain,Light,2023-05-18 19:54:36,2023-05-18 20:20:36
Rain,Light,2023-05-18 22:44:36,2023-05-18 23:20:36
Rain,Moderate,2023-05-18 23:20:36,2023-05-19 00:20:36
Rain,Light,2023-05-19 00:20:36,2023-05-19 00:35:36
Fog,Severe,2023-05-19 19:00:36,2023-05-19 19:55:36
Fog,Severe,2023-05-19 23:12:36,2023-05-20 01:20:36
Rain,Light,2023-05-20 01:20:36,2023-05-20 08:11:36
Fog,Severe,2023-05-20 08:11:36,2023-05-20 09:45:36
Rain,Light,2023-05-20 17:20:36,2023-05-20 17:46:36
Rain,Light,2023-05-22 18:50:36,2023-05-22 22:20:36
Rain,Light,2023-05-23 00:57:36,2023-05-23 01:20:36
Rain,Light,2023-05-23 02:20:36,2023-05-23 04:10:36
Fog,Severe,2023-05-23 05:20:36,2023-05-23 05:42:36
Rain,Light,2023-05-24 15:20:36,2023-05-24 15:37:36
Rain,Moderate,2023-05-24 15:46:36,2023-05-24 16:07:36
Precipitation,UNK,2023-05-24 16:07:36,2023-05-24 17:20:36
Rain,Light,2023-05-29 10:16:36,2023-05-29 10:59:36
Rain,Light,2023-05-29 19:39:36,2023-05-29 21:20:36
Rain,Light,2023-05-29 23:59:36,2023-05-30 00:18:36
Rain,Moderate,2023-05-30 00:18:36,2023-05-30 00:24:36
Rain,Light,2023-05-30 00:24:36,2023-05-30 00:47:36
Rain,Light,2023-05-30 02:20:36,2023-05-30 03:20:36
Rain,Light,2023-06-02 12:20:36,2023-06-02 14:20:36
Rain,Light,2023-06-04 07:20:36,2023-06-04 08:20:36
Rain,Light,2023-06-10 16:20:36,2023-06-10 16:36:36
Rain,Light,2023-06-10 17:15:36,2023-06-10 17:28:36
Rain,Light,2023-06-10 18:20:36,2023-06-10 19:20:36
Rain,Light,2023-06-11 04:08:36,2023-06-11 04:20:36
Rain,Light,2023-06-11 08:35:36,2023-06-11 09:20:36
Rain,Light,2023-06-11 18:08:36,2023-06-11 21:20:36
Rain,Light,2023-06-14 01:45:36,2023-06-14 02:20:36
Rain,Moderate,2023-06-21 20:20:36,2023-06-21 21:20:36
Rain,Light,2023-06-21 21:20:36,2023-06-21 23:20:36
Rain,Light,2023-06-22 00:20:36,2023-06-22 01:20:36
Rain,Light,2023-06-23 12:58:36,2023-06-23 13:20:36
Rain,Light,2023-06-23 15:59:36,2023-06-23 16:20:36
Rain,Light,2023-06-23 18:16:36,2023-06-23 18:53:36
Rain,Moderate,2023-06-23 18:53:36,2023-06-23 19:34:36
Rain,Moderate,2023-06-23 19:54:36,2023-06-23 21:20:36
Rain,Light,2023-06-27 07:20:36,2023-06-27 08:20:36
Rain,Light,2023-06-27 10:20:36,2023-06-27 12:20:36
Rain,Moderate,2023-06-27 12:20:36,2023-06-27 13:20:36
Rain,Light,2023-06-27 16:20:36,2023-06-27 18:20:36
Rain,Light,2023-06-27 19:01:36,2023-06-27 19:05:36
Precipitation,UNK,2023-06-27 19:20:36,2023-06-27 19:34:36
Rain,Heavy,2023-06-27 19:34:36,2023-06-27 20:35:36
Rain,Light,2023-06-27 20:35:36,2023-06-27 21:00:36
Rain,Light,2023-06-29 12:20:36,2023-06-29 13:20:36
Rain,Light,2023-06-30 16:20:36,2023-06-30 17:20:36
Rain,Moderate,2023-06-30 18:32:36,2023-06-30 18:40:36
Precipitation,UNK,2023-06-30 18:40:36,2023-06-30 18:56:36
Rain,Moderate,2023-06-30 18:56:36,2023-06-30 19:20:36
Precipitation,UNK,2023-06-30 19:20:36,2023-06-30 19:29:36
Rain,Light,2023-07-08 20:42:36,2023-07-08 22:06:36
Rain,Light,2023-07-08 23:20:36,2023-07-09 00:20:36
Precipitation,UNK,2023-07-10 23:13:36,2023-07-10 23:32:36
Rain,Light,2023-07-10 23:32:36,2023-07-11 01:20:36
Rain,Light,2023-07-11 05:20:36,2023-07-11 06:01:36
Rain,Moderate,2023-07-11 06:01:36,2023-07-11 06:20:36
Rain,Light,2023-07-11 06:57:36,2023-07-11 08:20:36
Rain,Light,2023-07-12 12:20:36,2023-07-12 13:20:36
Rain,Light,2023-07-13 00:20:36,2023-07-13 01:20:36
Rain,Light,2023-07-16 15:20:36,2023-07-16 19:20:36
Rain,Moderate,2023-07-16 19:20:36,2023-07-16 20:20:36
Rain,Heavy,2023-07-16 20:20:36,2023-07-16 20:25:36
Rain,Moderate,2023-07-16 20:25:36,2023-07-16 22:20:36
Rain,Light,2023-07-16 22:20:36,2023-07-17 02:20:36
Rain,Light,2023-07-17 05:20:36,2023-07-17 06:42:36
Rain,Light,2023-07-20 04:58:36,2023-07-20 06:20:36
Rain,Light,2023-07-20 08:38:36,2023-07-20 09:17:36
Rain,Light,2023-07-20 09:20:36,2023-07-20 10:01:36
Precipitation,UNK,2023-07-20 11:05:36,2023-07-20 11:32:36
Rain,Light,2023-07-20 11:32:36,2023-07-20 12:20:36
Rain,Light,2023-07-22 12:20:36,2023-07-22 14:20:36
Rain,Light,2023-07-22 18:20:36,2023-07-22 21:20:36
Rain,Light,2023-07-27 20:53:36,2023-07-27 22:20:36
Rain,Light,2023-07-28 07:09:36,2023-07-28 07:36:36
Rain,Moderate,2023-07-28 07:36:36,2023-07-28 08:20:36
Rain,Light,2023-07-30 04:20:36,2023-07-30 05:20:36
Rain,Light,2023-07-30 20:20:36,2023-07-30 21:20:36
Rain,Light,2023-08-02 16:20:36,2023-08-02 19:20:36
Rain,Light,2023-08-02 20:20:36,2023-08-03 02:20:36
Rain,Light,2023-08-03 16:20:36,2023-08-03 17:00:36
Rain,Light,2023-08-03 17:46:36,2023-08-03 19:20:36
Rain,Light,2023-08-11 00:20:36,2023-08-11 00:40:36
Rain,Light,2023-08-11 15:14:36,2023-08-11 15:20:36
Storm,Severe,2023-08-11 15:20:36,2023-08-11 15:24:36
Rain,Light,2023-08-11 15:24:36,2023-08-11 15:32:36
Precipitation,UNK,2023-08-11 15:37:36,2023-08-11 16:20:36
Rain,Moderate,2023-08-11 16:20:36,2023-08-11 17:08:36
Rain,Light,2023-08-11 17:08:36,2023-08-11 17:20:36
Rain,Light,2023-08-16 17:20:36,2023-08-16 18:20:36
Rain,Light,2023-08-24 18:20:36,2023-08-24 19:09:36
Rain,Light,2023-09-01 23:51:36,2023-09-02 00:02:36
Rain,Moderate,2023-09-02 00:02:36,2023-09-02 00:18:36
Rain,Light,2023-09-02 04:20:36,2023-09-02 05:20:36
Rain,Moderate,2023-09-02 13:20:36,2023-09-02 14:20:36
Rain,Light,2023-09-02 14:20:36,2023-09-02 15:05:36
Rain,Light,2023-09-02 15:20:36,2023-09-02 17:49:36
Rain,Light,2023-09-02 18:20:36,2023-09-02 19:20:36
Rain,Light,2023-09-03 03:51:36,2023-09-03 04:20:36
Rain,Light,2023-09-07 05:20:36,2023-09-07 06:59:36
Rain,Moderate,2023-09-07 06:59:36,2023-09-07 09:20:36
Rain,Light,2023-09-07 09:20:36,2023-09-07 09:54:36
Rain,Light,2023-09-09 00:14:36,2023-09-09 00:20:36
Rain,Moderate,2023-09-09 01:03:36,2023-09-09 01:48:36
Rain,Light,2023-09-09 01:48:36,2023-09-09 06:10:36
Rain,Light,2023-09-09 06:36:36,2023-09-09 07:20:36
Rain,Moderate,2023-09-09 07:20:36,2023-09-09 07:47:36
Rain,Light,2023-09-09 07:47:36,2023-09-09 10:20:36
Rain,Light,2023-09-09 12:20:36,2023-09-09 13:20:36
Rain,Light,2023-09-09 13:34:36,2023-09-09 14:20:36
Rain,Light,2023-09-09 17:20:36,2023-09-09 21:20:36
Rain,Light,2023-09-09 22:20:36,2023-09-09 23:20:36
Rain,Light,2023-09-10 00:20:36,2023-09-10 00:35:36
Rain,Light,2023-09-10 01:20:36,2023-09-10 01:53:36
Precipitation,UNK,2023-09-10 01:53:36,2023-09-10 02:20:36
Rain,Heavy,2023-09-10 02:20:36,2023-09-10 02:45:36
Rain,Light,2023-09-10 02:45:36,2023-09-10 04:20:36
Rain,Light,2023-09-10 19:20:36,2023-09-10 20:20:36
Fog,Moderate,2023-09-10 20:20:36,2023-09-10 20:59:36
Rain,Light,2023-09-11 16:20:36,2023-09-11 21:20:36
Rain,Light,2023-09-11 22:00:36,2023-09-11 23:20:36
Rain,Light,2023-09-12 07:18:36,2023-09-12 10:20:36
Rain,Light,2023-09-13 00:20:36,2023-09-13 01:20:36
Rain,Light,2023-09-13 08:16:36,2023-09-13 09:00:36
Rain,Moderate,2023-09-13 09:00:36,2023-09-13 10:20:36
Rain,Light,2023-09-13 10:20:36,2023-09-13 12:20:36
Rain,Light,2023-09-13 14:20:36,2023-09-13 16:20:36
Rain,Light,2023-09-28 21:20:36,2023-09-28 22:20:36
Rain,Light,2023-09-28 23:20:36,2023-09-29 01:20:36
Rain,Moderate,2023-09-29 01:20:36,2023-09-29 02:20:36
Rain,Light,2023-09-29 02:20:36,2023-09-29 05:20:36
Rain,Light,2023-09-29 14:20:36,2023-09-29 15:20:36
Rain,Light,2023-09-29 16:20:36,2023-09-29 17:20:36
Rain,Light,2023-10-02 14:20:36,2023-10-02 15:20:36
Rain,Moderate,2023-10-02 17:20:36,2023-10-02 18:20:36
Rain,Light,2023-10-04 15:20:36,2023-10-05 05:20:36
Rain,Light,2023-10-13 11:14:36,2023-10-13 13:42:36
Rain,Light,2023-10-13 13:49:36,2023-10-13 13:55:36
Rain,Moderate,2023-10-13 13:55:36,2023-10-13 14:38:36
Rain,Light,2023-10-15 21:20:36,2023-10-15 22:20:36
Rain,Light,2023-10-16 00:20:36,2023-10-16 01:20:36
Rain,Light,2023-10-18 16:20:36,2023-10-18 17:20:36
Rain,Light,2023-10-19 09:59:36,2023-10-19 11:20:36
Rain,Light,2023-10-19 12:20:36,2023-10-19 14:20:36
Rain,Light,2023-10-19 14:53:36,2023-10-19 17:20:36
Rain,Light,2023-10-20 15:20:36,2023-10-20 17:20:36
Rain,Light,2023-10-20 19:20:36,2023-10-20 20:17:36
Rain,Light,2023-10-20 21:06:36,2023-10-20 22:20:36
Rain,Light,2023-10-21 09:20:36,2023-10-21 10:20:36
Rain,Light,2023-10-21 17:55:36,2023-10-21 20:07:36
Rain,Light,2023-10-21 20:20:36,2023-10-21 23:20:36
Fog,Severe,2023-10-21 23:20:36,2023-10-22 00:20:36
Rain,Light,2023-10-22 00:20:36,2023-10-22 01:20:36
Rain,Light,2023-10-22 18:20:36,2023-10-22 22:59:36
Rain,Light,2023-10-22 23:20:36,2023-10-23 00:06:36
Precipitation,UNK,2023-10-23 00:20:36,2023-10-23 02:37:36
Rain,Moderate,2023-10-23 02:59:36,2023-10-23 03:13:36
Precipitation,UNK,2023-10-23 03:13:36,2023-10-23 03:20:36
Rain,Heavy,2023-10-23 03:20:36,2023-10-23 03:34:36
Rain,Light,2023-10-23 03:34:36,2023-10-23 04:01:36
Rain,Moderate,2023-10-23 04:01:36,2023-10-23 04:36:36
Rain,Light,2023-10-23 04:36:36,2023-10-23 07:20:36
Fog,Severe,2023-10-23 08:32:36,2023-10-23 11:33:36
Rain,Light,2023-10-24 07:57:36,2023-10-24 08:14:36
Rain,Light,2023-10-24 08:36:36,2023-10-24 10:20:36
Rain,Moderate,2023-10-24 10:20:36,2023-10-24 11:20:36
Rain,Light,2023-10-24 11:20:36,2023-10-24 14:50:36
Rain,Light,2023-10-26 23:28:36,2023-10-27 02:20:36
Rain,Light,2023-10-27 03:50:36,2023-10-27 04:42:36
Snow,Light,2023-10-27 04:42:36,2023-10-27 05:20:36
Snow,Light,2023-10-27 09:39:36,2023-10-27 11:54:36
Rain,Light,2023-10-28 01:20:36,2023-10-28 02:20:36
Snow,Light,2023-10-28 05:20:36,2023-10-28 06:20:36
Snow,Light,2023-10-28 07:12:36,2023-10-28 09:11:36
Snow,Moderate,2023-10-28 09:11:36,2023-10-28 09:41:36
Snow,Light,2023-10-28 09:41:36,2023-10-28 11:47:36
Rain,Light,2023-10-28 11:47:36,2023-10-28 13:20:36
Rain,Light,2023-11-11 14:20:36,2023-11-11 15:20:36
Storm,Severe,2023-11-11 17:12:36,2023-11-11 17:17:36
Precipitation,UNK,2023-11-11 17:17:36,2023-11-11 17:27:36
Precipitation,UNK,2023-11-11 17:54:36,2023-11-11 18:20:36
Rain,Heavy,2023-11-11 18:20:36,2023-11-11 19:20:36
Rain,Light,2023-11-11 19:20:36,2023-11-11 20:18:36
Rain,Light,2023-11-11 20:39:36,2023-11-11 21:20:36
Rain,Light,2023-11-13 21:20:36,2023-11-13 23:20:36
Rain,Light,2023-11-14 00:20:36,2023-11-14 01:20:36
Rain,Light,2023-11-15 18:04:36,2023-11-15 19:20:36
Rain,Moderate,2023-11-15 19:20:36,2023-11-15 19:53:36
Rain,Light,2023-11-15 19:53:36,2023-11-16 00:54:36
Storm,Severe,2023-11-16 05:20:36,2023-11-16 05:35:36
Rain,Light,2023-11-16 06:09:36,2023-11-16 06:32:36
Rain,Light,2023-11-16 07:34:36,2023-11-16 09:20:36
Snow,Light,2023-11-16 15:20:36,2023-11-16 16:20:36
Rain,Light,2023-11-23 04:20:36,2023-11-23 04:53:36
Rain,Light,2023-11-23 05:20:36,2023-11-23 06:20:36
Rain,Light,2023-11-23 07:20:36,2023-11-23 08:20:36
Rain,Light,2023-11-23 10:20:36,2023-11-23 11:20:36
Snow,Moderate,2023-11-25 05:03:36,2023-11-25 05:20:36
Snow,Heavy,2023-11-25 05:20:36,2023-11-25 05:39:36
Snow,Moderate,2023-11-25 05:39:36,2023-11-25 06:20:36
Snow,Heavy,2023-11-25 06:20:36,2023-11-25 06:50:36
Snow,Light,2023-11-25 06:50:36,2023-11-25 07:20:36
Rain,Light,2023-11-25 08:20:36,2023-11-25 17:20:36
Rain,Light,2023-11-25 18:20:36,2023-11-25 23:20:36
Rain,Light,2023-11-26 00:01:36,2023-11-26 00:20:36
Rain,Light,2023-11-26 01:20:36,2023-11-26 05:20:36
Fog,Severe,2023-11-26 06:05:36,2023-11-26 07:40:36
Rain,Light,2023-11-26 08:20:36,2023-11-26 11:14:36
Rain,Moderate,2023-11-26 11:14:36,2023-11-26 11:35:36
Rain,Light,2023-11-26 11:35:36,2023-11-26 14:20:36
Fog,Severe,2023-11-26 14:52:36,2023-11-26 15:40:36
Rain,Light,2023-11-26 15:40:36,2023-11-26 22:20:36
Fog,Moderate,2023-11-27 08:20:36,2023-11-27 08:54:36
Fog,Severe,2023-11-28 06:47:36,2023-11-28 09:20:36
Snow,Light,2023-12-01 03:20:36,2023-12-01 07:20:36
Snow,Light,2023-12-01 08:20:36,2023-12-01 12:20:36
Snow,Light,2023-12-01 16:20:36,2023-12-01 17:20:36
Snow,Light,2023-12-01 19:48:36,2023-12-01 20:20:36
Snow,Light,2023-12-07 05:20:36,2023-12-07 05:47:36
Snow,Light,2023-12-07 06:56:36,2023-12-07 07:20:36
Snow,Light,2023-12-07 07:42:36,2023-12-07 08:20:36
Snow,Light,2023-12-07 14:20:36,2023-12-07 16:20:36
Rain,Light,2023-12-07 16:20:36,2023-12-07 17:20:36
Fog,Moderate,2023-12-09 18:20:36,2023-12-09 22:20:36
Fog,Moderate,2023-12-12 07:20:36,2023-12-12 08:01:36
Fog,Severe,2023-12-12 08:01:36,2023-12-12 08:47:36
Fog,Moderate,2023-12-12 08:47:36,2023-12-12 11:20:36
Rain,Light,2023-12-12 14:20:36,2023-12-12 20:09:36
Rain,Moderate,2023-12-12 20:09:36,2023-12-13 01:20:36
Rain,Light,2023-12-13 01:20:36,2023-12-13 02:20:36
Rain,Moderate,2023-12-13 02:20:36,2023-12-13 03:20:36
Rain,Light,2023-12-13 03:20:36,2023-12-13 07:20:36
Rain,Moderate,2023-12-13 07:20:36,2023-12-13 08:20:36
Rain,Light,2023-12-13 08:20:36,2023-12-13 10:20:36
Rain,Light,2023-12-13 12:20:36,2023-12-13 13:06:36
Rain,Light,2023-12-13 14:02:36,2023-12-13 17:00:36
Snow,Light,2023-12-13 21:20:36,2023-12-14 00:20:36
Snow,Light,2023-12-17 08:20:36,2023-12-17 12:20:36
Snow,Light,2023-12-17 14:20:36,2023-12-17 21:20:36
Snow,Light,2023-12-17 22:20:36,2023-12-17 23:20:36
Snow,Light,2023-12-18 02:20:36,2023-12-18 07:20:36
Snow,Light,2023-12-18 08:20:36,2023-12-18 13:20:36
Snow,Light,2023-12-22 05:20:36,2023-12-22 06:20:36
Rain,Light,2023-12-24 16:20:36,2023-12-24 19:20:36
Snow,Light,2023-12-24 23:20:36,2023-12-25 07:20:36
Snow,Light,2023-12-25 11:20:36,2023-12-25 23:20:36
Snow,Light,2023-12-26 03:20:36,2023-12-26 04:20:36
Rain,Light,2023-12-28 19:20:36,2023-12-28 20:20:36
Snow,Light,2023-12-30 15:20:36,2023-12-30 17:20:36
Snow,Moderate,2023-12-30 17:20:36,2023-12-30 18:31:36
Snow,Light,2023-12-30 18:31:36,2023-12-30 19:20:36
Snow,Light,2023-12-30 20:20:36,2023-12-30 20:34:36
Rain,Light,2023-12-30 22:20:36,2023-12-30 23:20:36
Rain,Light,2023-12-31 02:11:36,2023-12-31 05:20:36
Rain,Light,2023-12-31 07:20:36,2023-12-31 07:51:36
